SHOP_URL,GOODS_NAME,GOODS_URL,SHOP_NAME,COMPANY_NAME,COMPANY_ADDRESS,GOODS_PRICE
https://rate.taobao.com/user-rate-UvFcbMmvYOmNbMWTT.htm,【清仓】2015秋季新款女士外套长袖毛衣修身秋款短款针织衫套头潮,http://detail.tmall.com/item.htm?id=521101385329&skuId=3105196292301&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1754318057&is_b=1,阿莱法家服饰旗舰店,,海宁阿莱法家贸易有限公司,68.00
https://rate.taobao.com/user-rate-UvCIbvFgbvmNuONTT.htm,2015秋季新品韩版女装名媛小香风短款外套修身女士毛呢短外套上衣,http://detail.tmall.com/item.htm?id=44075447076&skuId=84157963863&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&standard=1&user_id=2251850078&is_b=1,清雅若兰旗舰店,上海锦蒂电子商务有限公司,"上海,  上海市",118.00
https://rate.taobao.com/user-rate-UvCILvFvYOFxLMWTT.htm,2015新款秋季松紧腰牛仔裤女长裤小脚裤韩版弹力修身显瘦铅笔裤子,http://detail.tmall.com/item.htm?id=520914876517&skuId=3104248630083&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2261319667&is_b=1,凯仕顿旗舰店,厦门莎皇服饰有限公司,"福建省,  厦门市",49.50
https://rate.taobao.com/user-rate-UvFxWOFgYMmvSMWTT.htm,秋季女装2015新款秋装韩版上衣显瘦针织衫撞色针织开衫毛衣外套女,http://detail.tmall.com/item.htm?id=521387277276&skuId=3106442515399&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1609814397&is_b=1,秋伦依尚旗舰店,,杭州秋尚服饰有限公司,108.00
https://rate.taobao.com/user-rate-UvFxWOFgYMmvSMWTT.htm,秋伦依尚2015新款秋装韩版气质显瘦针织衫撞色针织开衫外套女,http://detail.tmall.com/item.htm?id=521419767679&skuId=3106687643088&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1609814397&is_b=1,秋伦依尚旗舰店,,杭州秋尚服饰有限公司,108.00
https://rate.taobao.com/user-rate-UvCHyvCH4MCcbMNTT.htm,2015女装秋冬季新款韩版加厚长袖蕾丝花边领针织打底衫女毛衣套头,http://detail.tmall.com/item.htm?id=521224258385&skuId=3105719141518&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2122186754&is_b=1,情蜜娜旗舰店,苏州情蜜娜服饰有限公司,"江苏省,  苏州市",59.00
https://rate.taobao.com/user-rate-UvCNWMF8GMGH4MNTT.htm,迹异女士小脚中腰长裤外穿打底裤女秋装2015新款大码显瘦紧身裤,http://detail.tmall.com/item.htm?id=40582054313&skuId=3108021096815&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2005537184&is_b=1,jiyi旗舰店,东莞市二合一电子商务有限公司,"广东省,  东莞市",69.00
https://rate.taobao.com/user-rate-UOFIbOFQbMGxL.htm,玛思狄拉2015韩版宽松大码女装开衫秋冬新款针织衫中长款毛衣外套,http://detail.tmall.com/item.htm?id=521383251407&skuId=3106510758040&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=925945766&is_b=1,玛思狄拉旗舰店,,上海玛思狄拉服饰有限公司,138.00
https://rate.taobao.com/user-rate-UvFc4MGNbMFvSOQTT.htm,梅赛兰2015新款秋季短裤女靴裤修身显瘦女裤休闲裤直筒百搭裤子潮,http://detail.tmall.com/item.htm?id=521245649388&skuId=3105836725036&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1787055399&is_b=1,梅赛兰旗舰店,,杭州梅赛服饰有限公司,69.00
https://rate.taobao.com/user-rate-UvCILvFI4MCvWMgTT.htm,韩版九分裤女秋小脚裤女夏显瘦修身打底裤女秋外穿铅笔裤休闲裤女,http://detail.tmall.com/item.htm?id=45595045203&skuId=91981243990&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2261286306&is_b=1,欧情诗旗舰店,广州定钻商贸有限公司,"广东省,  广州市",49.00
https://rate.taobao.com/user-rate-UvCHLOFkbvCg4OQTT.htm,2015秋新款休闲显瘦仿棉麻哈伦裤宽松松紧腰女装九分裤时尚小脚裤,http://detail.tmall.com/item.htm?id=520986584531&skuId=3106013641238&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2169952889&is_b=1,名情旗舰店,东莞市名情服饰有限公司,"广东省,  东莞市",69.00
https://rate.taobao.com/user-rate-UvF8SOFxWvFcGvWTT.htm,妈妈装真两件套装中老年女装春秋装毛衣外套长袖针织开衫婚礼上衣,http://detail.tmall.com/item.htm?id=520671171579&skuId=3103194892962&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1599601733&is_b=1,帕米拉旗舰店,,九江明葳商贸有限公司,158.00
https://rate.taobao.com/user-rate-UOmc0vmIyvCkW.htm,雪纺衫女2015秋装新款大码女装上衣秋季新品韩版潮蕾丝打底衫长袖,http://detail.tmall.com/item.htm?id=40119237325&skuId=3109072695220&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=874022290&is_b=1,香菲丽莎旗舰店,,广州市韩缇服装有限公司,99.00
https://rate.taobao.com/user-rate-UMmN4vFNuvCNb.htm,逸阳女裤2015新款秋季休闲裤女长裤大码通勤OL西裤小脚铅笔裤1701,http://detail.tmall.com/item.htm?id=520970903254&skuId=3104604360533&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=408107205&is_b=1,逸阳旗舰店,,郑州云顶服饰有限公司,148.99
https://rate.taobao.com/user-rate-UvFcLMCN0MGkWMWTT.htm,秋季女装外套初秋学生韩版流苏宽松蝙蝠衫毛衣秋装2015新款套头潮,http://detail.tmall.com/item.htm?id=521370041434&skuId=3106449700323&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1766047907&is_b=1,戚米旗舰店,,嘉兴韩彩妮服饰有限公司,69.00
https://rate.taobao.com/user-rate-UvCNGvGvWMGcyvWTT.htm,2015秋装新款针织衫女外套 韩版宽松蝙蝠袖披肩毛衣开衫 大码女装,http://detail.tmall.com/item.htm?id=40572456264&skuId=65153207017&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2033307723&is_b=1,梓奈尔旗舰店,苏州宇本服饰有限公司,"江苏省,  苏州市",58.00
https://rate.taobao.com/user-rate-UvFNyvmcSvCxGvNTT.htm,韩版2015夏装短裙新款女装包臀大码显瘦修身高腰 牛仔裙 夏 半身,http://detail.tmall.com/item.htm?id=520184988165&skuId=3100883383644&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1020792630&is_b=1,27日旗舰店,,,59.00
https://rate.taobao.com/user-rate-UMG8bMGNWOFc4.htm,秋装圆领长袖衬衫女士商务修身OL通勤工作服职业衬衣女大码棉正装,http://detail.tmall.com/item.htm?id=45311637398&skuId=4611686063739025302&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=755700978&is_b=1,工帝雅服饰旗舰店,,广州仕族贸易有限公司,79.00
https://rate.taobao.com/user-rate-UvFgbvCI0MGNbONTT.htm,棒球服bq女2015秋季新款情侣装学生韩版潮长袖情侣卫衣棒球衫外套,http://detail.tmall.com/item.htm?id=40963540187&skuId=3107805795178&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1852247058&is_b=1,衣酷王子旗舰店,深圳市衣酷王子服饰有限公司,",  深圳市",89.00
https://rate.taobao.com/user-rate-UOm8uOFQSMCIL.htm,AnnStreet2015春秋女装弹力棉打底A字裙修身七分袖v领针织连衣裙,http://detail.tmall.com/item.htm?id=37635418343&skuId=3105953412830&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&standard=1&user_id=857949626&is_b=1,annstreet女装旗舰店,,杭州雪意服饰有限公司,99.90
https://rate.taobao.com/user-rate-UvFxbMmQ4OFvSONTT.htm,安贝威2015新款秋季薄款假透肉打底裤高腰踩脚防勾丝大码显瘦女裤,http://detail.tmall.com/item.htm?id=36975956386&skuId=42784713847&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1654489398&is_b=1,安贝威旗舰店,,常熟市百爱服饰有限公司,59.00
https://rate.taobao.com/user-rate-UvCILMCkbvmHuvQTT.htm,2015秋冬新款女装 韩版圆领套头针织衫打底衫拼色宽松毛衣女潮,http://detail.tmall.com/item.htm?id=43317054959&skuId=3108581686535&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2266950171&is_b=1,蔻图旗舰店,苏州市吴江衣炫到底针织服饰有限公司,"江苏省,  苏州市",99.00
https://rate.taobao.com/user-rate-UvFgWMG8uMCvuMNTT.htm,2015新款秋装短裤女外穿弹力休闲女裤大码显瘦秋冬女士棉西装短裤,http://detail.tmall.com/item.htm?id=521081014213&skuId=3105065941509&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1807576374&is_b=1,布依年华旗舰店,,上海黎洪实业有限公司,69.00
https://rate.taobao.com/user-rate-UvCNSMmxbvGcLMNTT.htm,高腰牛仔裤女长裤秋小脚裤铅笔裤韩版显瘦弹力潮大码胖mm加长修身,http://detail.tmall.com/item.htm?id=40491636196&skuId=96733120653&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2094653764&is_b=1,港鹏服饰专营店,广州市港鹏服装有限公司,"广东省,  广州市",79.00
https://rate.taobao.com/user-rate-UvCNSvmISMmx0vQTT.htm,2015夏秋新款休闲复古文艺范修身显瘦背带裤 百搭韩版长裤子女潮,http://detail.tmall.com/item.htm?id=45061049791&skuId=84556742618&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2090294641&is_b=1,深一渡旗舰店,广州峰欧服饰有限公司,"广东省,  广州市",49.00
https://rate.taobao.com/user-rate-UvCN0OmvYvFkyvQTT.htm,长袖t恤女款宽松大码时尚中长款秋季打底衫2015秋装新款女士上衣,http://detail.tmall.com/item.htm?id=520979801386&skuId=3104598853041&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2048311921&is_b=1,菲月娅旗舰店,株洲市衣路科技有限公司,"湖南省,  株洲市",59.00
https://rate.taobao.com/user-rate-UvFkLMCxSMGHWvNTT.htm,萌小雅2015春秋新款韩版休闲圆领运动卫衣女套头英文字母印花外套,http://detail.tmall.com/item.htm?id=520902995993&skuId=4611686539330383897&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&standard=1&user_id=1966697100&is_b=1,萌小雅旗舰店,武汉福满溢商贸有限公司,"湖北,  武汉",79.00
https://rate.taobao.com/user-rate-UvFgWMGNuvFkuvWTT.htm,永启春秋季套头卫衣女装外套韩版潮学生宽松女士大码长袖运动上衣,http://detail.tmall.com/item.htm?id=40884789329&skuId=3109534768553&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&standard=1&user_id=1807071973&is_b=1,永启旗舰店,,济南永启商贸有限公司,65.00
https://rate.taobao.com/user-rate-UvFHGvCv0vC8WvgTT.htm,欧姿纯韩版学生高腰牛仔裤女长裤秋铅笔裤排扣显瘦紧身小脚裤潮,http://detail.tmall.com/item.htm?id=521178267288&skuId=3105517011560&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1132342502&is_b=1,欧姿纯旗舰店,,郑州市浪漫小镇商贸有限公司,59.90
https://rate.taobao.com/user-rate-UMGv0MFk4vCkS.htm,MereMeet韩版2015新款秋季女装毛呢外套女 中长款毛呢大衣修身潮,http://detail.tmall.com/item.htm?id=520561821029&skuId=3104479885292&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=734598299&is_b=1,meremeet旗舰店,,杭州克代尔服饰有限公司,98.00
https://rate.taobao.com/user-rate-UMCQyvmcSMFxy.htm,绒都新秀2015秋冬新款 羊毛开衫女 毛衣女圆领毛衣百搭女针织衫,http://detail.tmall.com/item.htm?id=19591334488&skuId=3108170537322&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=642079562&is_b=1,绒都新秀旗舰店,,清河县金业羊绒制品有限公司,78.00
https://rate.taobao.com/user-rate-UvFHyvm8uMFc0ONTT.htm,2015秋装新款韩版印花蕾丝打底衫大码女士小衫上衣宽松 长袖t恤女,http://detail.tmall.com/item.htm?id=520920656622&skuId=3104274234067&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1120575748&is_b=1,yesvvt旗舰店,,东莞市衫号店服饰有限公司,59.00
https://rate.taobao.com/user-rate-UOmc0vmIyvCkW.htm,雪纺衬衫女2015秋装新款女装上衣白色衬衣韩版秋季修身长袖打底衫,http://detail.tmall.com/item.htm?id=43306877805&skuId=79409490730&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=874022290&is_b=1,香菲丽莎旗舰店,,广州市韩缇服装有限公司,99.00
https://rate.taobao.com/user-rate-UvFgbMCgyMmxLvWTT.htm,Pzoz2015秋新款定制压花面料百搭棒球服短外套显瘦不挑人 H4188,http://detail.tmall.com/item.htm?id=520070199042&skuId=3100324953112&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&standard=1&user_id=1856824663&is_b=1,pzoz旗舰店,北京韩依酷和服饰有限公司,"北京,  北京市",499.00
https://rate.taobao.com/user-rate-UOFHGvmkSvFxb.htm,衬衫女长袖 2015新款秋装女装打底衬衣 印花韩版雪纺娃娃领潮上衣,http://detail.tmall.com/item.htm?id=521037141907&skuId=3104847278404&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=913099165&is_b=1,一米阳光服饰旗舰店,,衢州卡咔服饰有限公司,129.00
https://rate.taobao.com/user-rate-UvFgLvCxLvCxGvQTT.htm,中老年女装秋装蕾丝真两件套妈妈装长袖绣花雪纺金丝绒连衣裙套装,http://detail.tmall.com/item.htm?id=520597694276&skuId=3105092216809&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1862662631&is_b=1,风奢尚品旗舰店,嘉兴裁缝王服饰有限公司,"浙江,  嘉兴",129.00
https://rate.taobao.com/user-rate-UMGvuvFgyMGQu.htm,秋装连衣裙2015新款女装气质V领七分袖OL通勤收腰大码职业修身,http://detail.tmall.com/item.htm?id=38089988675&skuId=61457328552&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&standard=1&user_id=737182747&is_b=1,roammovo路慕旗舰店,,厦门路慕服饰有限公司,169.00
https://rate.taobao.com/user-rate-UvCN4MCNYMGNbMWTT.htm,韩兽 韩版秋装松紧腰学生休闲裤宽松牛仔哈伦裤 女夏小脚长裤潮,http://detail.tmall.com/item.htm?id=40253408068&skuId=98043632648&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2086017057&is_b=1,韩兽旗舰店,中山市韩兽电子商务有限公司,"广东省,  中山市",89.00
https://rate.taobao.com/user-rate-UvCIYMFvWvFIyvWTT.htm,打底衫女秋冬2015新款长袖中长款包臀韩版白色上衣修身显痩棉t恤,http://detail.tmall.com/item.htm?id=521119213104&skuId=3108117633376&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2215301223&is_b=1,韩服路旗舰店,东莞市依轩服饰有限公司,"广东,  东莞",69.00
https://rate.taobao.com/user-rate-UvFkyMFQ4vFc4ONTT.htm,2015秋冬新款韩版女士中腰牛仔裤女长裤弹力显瘦小脚铅笔裤裤子潮,http://detail.tmall.com/item.htm?id=521056766821&skuId=3104899307183&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1925481788&is_b=1,dominic度明尼卡旗舰店,广州一朝商贸有限公司,"广东省,  广州市",99.00
https://rate.taobao.com/user-rate-UMGISOmxGvm8b.htm,2015秋装新品时尚针织两件套装连衣裙秋 韩版长袖秋冬打底连衣裙,http://detail.tmall.com/item.htm?id=41521872446&skuId=71493731589&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&standard=1&user_id=729863055&is_b=1,芳香之城旗舰店,,东莞市索妃娅服饰有限公司,139.00
https://rate.taobao.com/user-rate-UvFcWvGHYvFN0MgTT.htm,晓雯2015秋季新款韩版大码高腰弹力小脚铅笔黑色牛仔裤女显瘦长裤,http://detail.tmall.com/item.htm?id=43309801894&skuId=82535222397&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1703111046&is_b=1,晓雯旗舰店,,上海来瑜商贸有限公司,99.00
https://rate.taobao.com/user-rate-UvFk0MCc4MCgSMQTT.htm,小西装女2015秋装新款长袖女士外套韩版修身荷叶边短款糖果色西服,http://detail.tmall.com/item.htm?id=520675265126&skuId=3103157931024&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1946786895&is_b=1,莎菁旗舰店,北京紫袖服饰有限公司,北京,68.00
https://rate.taobao.com/user-rate-UvFgbvCI0vGNLvgTT.htm,歌兔 毛呢外套女中长款2015秋冬装新款修身学院风女装呢子大衣潮,http://detail.tmall.com/item.htm?id=521112503640&skuId=3105238366051&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1852243062&is_b=1,歌兔服饰旗舰店,杭州歌兔服饰有限公司,"浙江省,  杭州市",128.00
https://rate.taobao.com/user-rate-UvFcLMmxYvC80MWTT.htm,2015秋季新款韩版针织衫女开衫中长款流苏大码宽松毛衣披肩外套,http://detail.tmall.com/item.htm?id=521269299152&skuId=3105937623290&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=1764612547&is_b=1,尚品江南旗舰店,杭州蔓诗蒂贸易有限公司,"浙江,  杭州",79.00
https://rate.taobao.com/user-rate-UvCH0vGcYvmg0MNTT.htm,我的制造女王夏季新款韩国高腰九分铅笔裤修身小脚裤弹力牛仔裤女,http://detail.tmall.com/item.htm?id=45581468273&skuId=86942713991&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2143710844&is_b=1,我的制造女王旗舰店,中山市爱潮电子商务有限公司,"广东省,  中山市",79.00
https://rate.taobao.com/user-rate-UvCNYvCx4vFIGMgTT.htm,范尼拉2015秋新v领短袖t恤宽松长袖女式t恤显瘦大码女装时尚女t恤,http://detail.tmall.com/item.htm?id=37767532565&skuId=96778640262&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2012681236&is_b=1,范尼拉旗舰店,东莞市曼语服饰有限公司,"广东省,  东莞市",59.00
https://rate.taobao.com/user-rate-UvCILMCkbvmHuvQTT.htm,2015秋冬装新款 韩版长袖棒球服印花夹克棒球衫 短款外套薄上衣女,http://detail.tmall.com/item.htm?id=521312426699&skuId=3106152020782&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&standard=1&user_id=2266950171&is_b=1,蔻图旗舰店,苏州市吴江衣炫到底针织服饰有限公司,"江苏省,  苏州市",128.00
https://rate.taobao.com/user-rate-UMCkLOFQ0MmHb.htm,韩版早秋新款2015拼接印花长袖显瘦打底套装连衣裙高腰A字短裙,http://detail.tmall.com/item.htm?id=521131492170&skuId=3105241919974&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&standard=1&user_id=696944415&is_b=1,小意达的花旗舰店,,广州卡吾拉忆间贸易有限公司,109.00
https://rate.taobao.com/user-rate-UOFIbOFQbMGxL.htm,玛思狄拉2015开衫女秋装新款毛衣百搭中长款针织衫拼色毛衣外套潮,http://detail.tmall.com/item.htm?id=520992431810&skuId=3104636219302&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=925945766&is_b=1,玛思狄拉旗舰店,,上海玛思狄拉服饰有限公司,168.00
https://rate.taobao.com/user-rate-UvCHuMGH4OFk4vgTT.htm,依诗欧2015春秋装新品中长款修身气质淑女韩版女式风衣女装外套,http://detail.tmall.com/item.htm?id=40758710071&skuId=61426546659&areaId=110000&cat_id=50025135&rn=25afd6491269da3f8c296dfcfdb9ef17&user_id=2177189982&is_b=1,依诗欧旗舰店,上海一起来服饰有限公司,"上海,  上海市",149.00
